region_id,row,col,true_econ,nightlight,aging,biz,decline,nl_lag,decline_lag,pred_decline,priority_rank
15,1,0,0.9879,0.8248,0.1522,58.7996,-2.7013,2.2385,-3.2141,-2.6918,282
16,1,1,1.3783,1.4149,0.1887,65.1578,-3.0524,0.6266,-1.84,-2.8205,283
106,7,1,1.2537,1.189,0.1475,59.0646,-2.7795,1.4862,-2.7802,-2.826,284
76,5,1,1.7096,1.5968,0.2189,67.1436,-2.8374,1.9552,-2.8981,-2.8736,285
74,4,14,1.7654,2.0702,0.1691,55.1867,-3.4246,1.6905,-2.7661,-2.9573,286
61,4,1,1.7224,1.9333,0.1461,61.4548,-2.7991,1.6946,-2.7476,-2.9927,287
123,8,3,1.3476,0.5333,0.1242,59.868,-3.3088,0.608,-1.4206,-3.0192,288
118,7,13,1.7918,1.7538,0.132,59.4804,-3.8465,1.2396,-0.728,-3.2652,289
108,7,3,1.4028,0.3066,0.1592,61.3708,-4.0959,0.7729,-1.5492,-3.2782,290
59,3,14,1.9547,1.8736,0.123,65.9047,-3.5278,1.6247,-1.3751,-3.2787,291
45,3,0,1.8833,0.7485,0.1327,60.4654,-3.4587,2.055,-3.4326,-3.4302,292
93,6,3,1.2306,1.4833,0.1086,62.656,-3.7084,1.1407,-1.706,-3.4744,293
91,6,1,1.7526,1.7825,0.1375,69.9071,-3.4252,1.1974,-2.9532,-3.6341,294
90,6,0,2.1168,0.8462,0.1324,70.6244,-4.0727,2.2449,-4.0829,-3.7625,295
46,3,1,2.0558,1.7307,0.1451,66.6848,-4.0554,1.5789,-3.317,-3.7904,296
75,5,0,2.2078,3.488,0.128,60.2443,-3.9712,1.2152,-2.8431,-3.9647,297
47,3,2,1.5979,1.9229,0.1022,41.5914,-4.4669,1.3216,-2.7803,-4.2045,298
30,2,0,2.4005,3.2317,0.1543,68.8418,-4.6233,1.0948,-2.9011,-4.3238,299
105,7,0,1.6105,1.4643,0.1241,61.3674,-4.8524,1.0449,-2.8375,-4.5643,300
