unit_id,row,col,pop,elderly,single,basic,crisis,medical_access,welfare_access,blindspot_risk,crisis_lag,access_lag,elderly_lag,pred_risk,priority_rank,pi_half,pi_low,pi_high,confidence
10,0,10,15547.0,0.2225,0.2249,0.0314,11.4629,12.7949,2.0,9.9046,12.3671,14.6316,0.2041,10.5042,163,1.6045,8.8996,12.1087,중간
128,8,8,11505.0,0.0778,0.2051,0.04,16.9893,11.9565,12.3607,10.9271,13.2876,14.578,0.1978,10.4978,164,1.7224,8.7754,12.2201,낮음
9,0,9,13190.0,0.213,0.2894,0.01,10.6706,7.2202,10.3733,9.7439,9.968,13.2683,0.2083,10.4859,165,1.0338,9.4522,11.5197,높음
146,9,11,13307.0,0.219,0.3964,0.0379,6.7696,11.9849,6.5141,10.3553,9.2873,11.5796,0.1382,10.4424,166,1.1418,9.3006,11.5842,높음
98,6,8,7370.0,0.2107,0.2485,0.0658,10.8194,25.1421,10.2568,10.0923,11.1805,10.484,0.1532,10.4278,167,1.1501,9.2778,11.5779,높음
222,14,12,13562.0,0.2076,0.1989,0.0177,13.1459,4.7489,7.9435,11.6702,11.8728,9.4871,0.1375,10.3814,168,2.1207,8.2608,12.5021,낮음
208,13,13,11965.0,0.1194,0.2547,0.073,15.5915,15.926,14.0263,10.9138,10.7312,13.4317,0.1708,10.3532,169,1.4035,8.9497,11.7567,중간
158,10,8,10359.0,0.134,0.2882,0.0254,13.7439,9.4836,3.0478,11.3117,12.5509,6.1815,0.1305,10.324,170,1.6998,8.6242,12.0238,중간
184,12,4,4992.0,0.1478,0.2772,0.0451,12.3924,6.4596,4.5426,10.3726,11.3345,12.9524,0.1287,10.3206,171,1.1893,9.1312,11.5099,높음
249,16,9,9627.0,0.1152,0.2798,0.027,12.736,4.6807,2.0,11.6793,13.1314,3.5342,0.1274,10.3175,172,3.6821,6.6354,13.9996,낮음
253,16,13,10419.0,0.2532,0.279,0.0288,11.1309,7.0318,22.8564,9.8958,10.8373,11.1055,0.154,10.2992,173,1.3259,8.9733,11.6251,중간
299,19,14,7274.0,0.1391,0.2461,0.0622,13.1104,19.997,25.4588,9.5913,12.2499,16.4108,0.2104,10.2829,174,2.0415,8.2414,12.3244,낮음
192,12,12,9830.0,0.1301,0.3022,0.0585,15.1768,3.0,8.8871,10.6168,13.202,9.6844,0.1531,10.2429,175,1.2487,8.9943,11.4916,높음
242,16,2,6437.0,0.1636,0.3822,0.01,4.4291,13.4411,18.1334,9.7634,12.3563,17.9029,0.1527,10.186,176,2.0395,8.1465,12.2256,낮음
259,17,4,13429.0,0.0885,0.3023,0.01,14.8279,7.8865,2.0,10.3943,12.7916,12.8864,0.1488,10.1684,177,0.8696,9.2988,11.038,높음
130,8,10,4488.0,0.1154,0.3168,0.0821,13.8201,5.6661,2.0,10.9236,9.8917,13.3477,0.1567,10.1653,178,2.0959,8.0693,12.2612,낮음
35,2,5,8830.0,0.1483,0.3061,0.0922,11.5487,13.9042,15.9354,9.5581,11.4344,17.2491,0.2012,10.1609,179,1.8897,8.2711,12.0506,낮음
165,11,0,13508.0,0.1709,0.2041,0.0668,13.5963,13.037,16.0861,9.5827,12.7347,17.3271,0.2135,10.1538,180,1.9463,8.2075,12.1001,낮음
228,15,3,14619.0,0.154,0.3417,0.0305,11.4751,9.2112,8.3557,9.1574,12.1124,8.3793,0.1707,10.1309,181,1.4606,8.6703,11.5915,중간
40,2,10,17108.0,0.0773,0.2198,0.0724,11.2067,15.3351,10.4888,9.9123,13.9694,19.5557,0.2056,10.127,182,1.6904,8.4366,11.8174,중간
85,5,10,13002.0,0.1668,0.2925,0.0917,12.5586,9.5206,16.5183,9.7061,9.2695,12.4064,0.1705,10.1218,183,1.2988,8.823,11.4206,높음
238,15,13,7011.0,0.05,0.3808,0.0357,14.5041,4.1922,2.6146,10.3051,12.0782,11.9622,0.1766,10.1055,184,1.0393,9.0662,11.1448,높음
141,9,6,13711.0,0.1555,0.3385,0.0598,9.4073,11.4726,7.5649,9.8875,10.7666,5.5619,0.18,10.0689,185,1.145,8.9239,11.2139,높음
297,19,12,7400.0,0.2246,0.2514,0.0392,10.1356,14.7489,8.4553,9.9595,8.7164,9.0471,0.1717,10.0667,186,0.7087,9.3579,10.7754,높음
52,3,7,8812.0,0.1279,0.3812,0.0578,9.4812,7.74,7.676,10.2427,10.1165,10.8003,0.1892,10.0505,187,0.9612,9.0892,11.0117,높음
66,4,6,8656.0,0.1519,0.2103,0.059,19.4709,9.4682,12.0416,10.1045,11.6617,15.4358,0.2306,10.0319,188,1.1464,8.8855,11.1783,높음
114,7,9,14262.0,0.161,0.2836,0.031,8.0336,10.1772,17.3858,9.9304,11.8081,12.8975,0.169,9.966,189,1.0891,8.8769,11.0551,높음
295,19,10,7584.0,0.1346,0.3436,0.0945,9.4173,9.1771,13.0219,10.268,9.1626,9.759,0.0908,9.9473,190,0.8401,9.1072,10.7875,높음
19,1,4,17300.0,0.1376,0.4003,0.0229,13.4064,6.0382,12.6799,8.516,11.6574,17.6459,0.2163,9.9399,191,2.6901,7.2498,12.6301,낮음
112,7,7,9300.0,0.1294,0.2245,0.0375,14.3462,12.0729,12.7556,10.5382,13.7799,14.3499,0.165,9.9285,192,1.728,8.2004,11.6565,낮음
224,14,14,12725.0,0.2433,0.1828,0.0513,3.4847,20.6643,4.5078,9.6576,12.1239,15.3931,0.1505,9.9247,193,0.6903,9.2344,10.615,높음
99,6,9,8139.0,0.1348,0.28,0.0746,9.4785,7.0034,5.428,10.5913,8.9214,16.0549,0.1606,9.8987,194,1.5391,8.3596,11.4378,중간
7,0,7,8482.0,0.1971,0.2885,0.01,6.8893,7.0705,6.2442,9.2484,10.6438,11.5557,0.1746,9.8919,195,1.2554,8.6365,11.1474,높음
20,1,5,11822.0,0.2148,0.2701,0.0494,12.7694,6.6971,2.0,8.1626,11.5985,8.7659,0.1299,9.8824,196,2.7709,7.1115,12.6532,낮음
169,11,4,15838.0,0.1081,0.3819,0.0438,10.2385,7.0007,13.1273,10.138,11.2967,10.1243,0.1743,9.8768,197,0.9187,8.9581,10.7955,높음
143,9,8,9893.0,0.2108,0.1602,0.0414,13.0314,13.2533,2.0,10.612,12.0639,6.86,0.1147,9.8552,198,1.9339,7.9213,11.7891,낮음
210,14,0,10325.0,0.1181,0.3008,0.1069,15.491,14.1033,7.6191,8.6081,13.2668,12.0758,0.1768,9.8457,199,2.6366,7.2092,12.4823,낮음
177,11,12,12709.0,0.1077,0.3117,0.1211,19.1629,14.7625,11.2679,9.5123,11.3379,12.8234,0.1647,9.8173,200,1.9818,7.8355,11.7991,낮음
159,10,9,10984.0,0.1109,0.2723,0.0305,12.2008,4.9306,2.0,10.2314,9.729,9.0948,0.1301,9.8113,201,1.7964,8.0149,11.6078,낮음
258,17,3,19141.0,0.108,0.1759,0.01,12.9835,7.249,7.8114,9.3505,13.7237,17.799,0.1306,9.8015,202,1.5281,8.2734,11.3297,중간
246,16,6,21303.0,0.1011,0.4195,0.0184,10.5387,3.0,4.6104,10.0734,6.9416,4.2261,0.0876,9.7939,203,1.1118,8.6821,10.9056,높음
96,6,6,5698.0,0.2097,0.1542,0.0742,10.6102,15.6013,3.252,9.9359,11.1816,15.5563,0.1726,9.7404,204,0.9581,8.7823,10.6985,높음
185,12,5,12377.0,0.1394,0.2893,0.0305,11.741,13.7093,6.7017,10.4001,11.4428,4.6633,0.1393,9.7382,205,1.579,8.1592,11.3171,중간
82,5,7,3944.0,0.0999,0.3751,0.0657,6.635,18.2994,9.7146,9.6284,9.376,13.7756,0.1699,9.6835,206,1.316,8.3675,10.9995,중간
83,5,8,15183.0,0.1144,0.2663,0.0766,8.8879,10.2978,12.1444,8.9776,8.4845,19.436,0.1512,9.636,207,1.4732,8.1628,11.1092,중간
36,2,6,12106.0,0.1417,0.2848,0.0284,11.3065,18.7318,12.5253,8.7466,12.393,8.3213,0.1753,9.6235,208,1.7982,7.8253,11.4217,낮음
115,7,10,19345.0,0.1882,0.2257,0.0335,10.4004,17.9278,2.0,9.8485,11.031,17.1931,0.1795,9.5896,209,1.3473,8.2424,10.9369,중간
279,18,9,18823.0,0.1473,0.2576,0.0399,10.4827,15.6326,2.0,9.6949,11.6631,5.7808,0.1029,9.546,210,1.1669,8.3791,10.7129,높음
191,12,11,17910.0,0.1464,0.1835,0.0291,13.3976,3.0,8.4995,11.3379,12.5102,7.4979,0.1935,9.5134,211,3.0131,6.5003,12.5265,낮음
289,19,4,12715.0,0.2628,0.1995,0.0578,10.7964,21.4477,14.6051,8.9595,10.3744,15.403,0.1702,9.5049,212,1.5884,7.9165,11.0933,중간
276,18,6,20384.0,0.1887,0.2528,0.01,11.3299,3.0,4.8518,10.4239,7.4403,7.6502,0.1365,9.5031,213,1.8743,7.6288,11.3774,낮음
6,0,6,9151.0,0.1318,0.3206,0.0355,15.1916,3.0,10.6135,9.5199,9.4427,7.3973,0.1436,9.4411,214,0.9177,8.5234,10.3589,높음
21,1,6,17162.0,0.1432,0.2801,0.0219,10.4715,3.0,12.5701,8.9603,12.1029,10.1295,0.1794,9.4115,215,1.2277,8.1838,10.6392,높음
292,19,7,9510.0,0.2518,0.2601,0.042,5.8408,13.5552,10.3435,9.7702,10.9121,5.9722,0.1277,9.4113,216,1.754,7.6573,11.1652,낮음
157,10,7,9972.0,0.0995,0.3207,0.0473,12.0849,3.0,2.0,9.579,10.7385,6.7999,0.1372,9.3531,217,1.6566,7.6965,11.0097,중간
282,18,12,12458.0,0.1722,0.2389,0.0442,6.1592,3.0,7.0628,10.1813,11.4286,12.9082,0.1429,9.3455,218,2.6527,6.6927,11.9982,낮음
296,19,11,13291.0,0.1485,0.255,0.026,8.9842,12.1539,15.6924,9.7634,11.1106,10.4191,0.1433,9.3341,219,1.2792,8.0549,10.6133,높음
206,13,11,13024.0,0.231,0.236,0.01,15.5224,3.0,3.1256,9.1817,11.6816,6.9821,0.1119,9.3329,220,0.6574,8.6755,9.9902,높음
248,16,8,10774.0,0.1721,0.223,0.0596,15.6307,5.1368,7.3267,9.4464,10.7147,4.6462,0.0938,9.2908,221,1.1365,8.1543,10.4272,높음
173,11,8,5579.0,0.1008,0.3102,0.01,12.8867,3.5421,9.8644,8.9149,11.954,4.8453,0.1005,9.2841,222,1.366,7.9181,10.6502,중간
219,14,9,12112.0,0.1614,0.1516,0.01,8.3983,3.0,2.3741,9.5868,11.6537,4.345,0.0695,9.1968,223,1.6071,7.5897,10.804,중간
172,11,7,13619.0,0.0913,0.2557,0.01,11.7283,3.8975,3.5886,9.6332,12.1078,3.1355,0.103,9.1811,224,1.8224,7.3587,11.0035,낮음
239,15,14,16483.0,0.1267,0.2686,0.0517,13.6945,13.4278,11.7927,8.8849,8.8649,15.3384,0.1554,9.1543,225,1.5701,7.5843,10.7244,중간
280,18,10,13800.0,0.05,0.2849,0.01,9.1881,14.1231,9.7373,9.7744,12.1003,9.8642,0.1317,9.152,226,1.2241,7.9279,10.3762,높음
4,0,4,9398.0,0.1496,0.24,0.0281,9.4426,9.3612,9.1855,8.7725,13.3447,13.5372,0.142,9.07,227,1.0909,7.979,10.1609,높음
129,8,9,14968.0,0.1673,0.207,0.0667,12.0758,16.2942,11.7825,8.9868,12.5831,7.6999,0.1177,9.0593,228,1.5881,7.4712,10.6474,중간
53,3,8,13208.0,0.2111,0.2261,0.0252,6.8845,11.266,14.2047,8.4833,11.0795,9.9878,0.1921,8.9914,229,1.3255,7.6659,10.3169,중간
161,10,11,15665.0,0.1061,0.3123,0.077,9.83,3.2419,4.9296,8.8204,7.7547,17.6577,0.1777,8.9752,230,1.4551,7.5201,10.4304,중간
266,17,11,6854.0,0.1338,0.1889,0.0985,15.4457,3.0,12.2313,8.6739,13.1785,8.9718,0.1343,8.9725,231,1.8337,7.1388,10.8061,낮음
235,15,10,11666.0,0.1262,0.1778,0.0408,10.5459,6.7864,5.4082,9.2901,12.1921,4.3196,0.0719,8.9459,232,1.7146,7.2313,10.6605,중간
171,11,6,15316.0,0.1084,0.3406,0.01,7.072,3.0,4.3164,9.1726,11.8016,5.9774,0.1259,8.9177,233,1.1339,7.7838,10.0515,높음
187,12,7,7654.0,0.1033,0.2093,0.01,16.3878,3.0,2.0,9.2987,9.4422,3.2244,0.0679,8.9053,234,2.3644,6.5409,11.2697,낮음
264,17,9,15954.0,0.1626,0.2085,0.01,17.1464,3.0,2.9647,9.0816,12.2791,7.6573,0.124,8.8966,235,0.9548,7.9418,9.8514,높음
160,10,10,10489.0,0.143,0.3329,0.0246,3.602,20.8957,6.5021,8.6891,8.0743,5.487,0.1017,8.8373,236,1.9616,6.8757,10.7989,낮음
37,2,7,14282.0,0.1702,0.2129,0.0426,13.0927,3.0,7.6565,9.5482,10.6916,10.8778,0.1771,8.8357,237,1.6718,7.1639,10.5075,중간
229,15,4,14982.0,0.2085,0.1,0.01,11.899,7.2634,3.6383,8.6482,11.0683,8.27,0.1393,8.8209,238,0.8166,8.0043,9.6376,높음
69,4,9,14374.0,0.2258,0.149,0.063,8.9357,6.0501,13.6074,9.1185,9.3463,13.7568,0.1752,8.7911,239,0.593,8.1981,9.3842,높음
168,11,3,16983.0,0.2289,0.2181,0.0923,6.5389,15.6727,9.0834,7.9938,10.4136,15.1284,0.2248,8.7619,240,2.4564,6.3056,11.2183,낮음
207,13,12,14607.0,0.1455,0.1803,0.01,9.4222,7.5592,2.0,8.6129,14.8592,6.6687,0.172,8.7524,241,1.0963,7.6561,9.8487,높음
189,12,9,8337.0,0.1594,0.2478,0.0208,5.3691,11.6206,2.0,8.89,11.1869,3.5609,0.105,8.7428,242,1.9142,6.8286,10.6571,낮음
176,11,11,14224.0,0.2195,0.2235,0.0848,8.0502,18.748,2.0,8.6117,10.9689,6.0011,0.118,8.6311,243,1.1819,7.4492,9.813,높음
223,14,13,17605.0,0.1313,0.1417,0.0307,9.8051,20.2841,6.9608,8.9227,11.6816,11.3828,0.1551,8.6056,244,1.0403,7.5652,9.6459,높음
221,14,11,11162.0,0.0781,0.3402,0.0256,14.5814,3.0,2.0,8.5136,14.422,4.7568,0.1378,8.5691,245,1.0157,7.5534,9.5849,높음
144,9,9,7870.0,0.1168,0.2691,0.0133,11.4896,3.0,4.5688,8.8974,11.5224,11.3134,0.1417,8.5219,246,1.3901,7.1318,9.912,중간
267,17,12,6559.0,0.1313,0.2627,0.0954,11.2743,17.4765,9.9062,8.5937,10.4611,6.2677,0.1747,8.5197,247,1.3674,7.1523,9.8872,중간
97,6,7,9354.0,0.178,0.2314,0.0549,11.0782,14.2701,12.644,7.7219,10.6027,17.7789,0.1624,8.5172,248,1.6806,6.8365,10.1978,중간
281,18,11,14253.0,0.0707,0.3157,0.0505,13.7788,7.3313,7.7543,8.1901,9.9443,8.0692,0.1261,8.4949,249,1.2603,7.2346,9.7552,높음
294,19,9,10586.0,0.0738,0.2476,0.0831,9.3156,3.0,7.4198,9.1428,10.3838,9.2699,0.1106,8.486,250,2.3281,6.1579,10.8141,낮음
213,14,3,17044.0,0.1402,0.2414,0.0327,10.5972,8.6449,7.692,8.5132,12.1241,8.0502,0.1375,8.3245,251,1.2482,7.0763,9.5728,높음
23,1,8,15130.0,0.1852,0.237,0.0263,10.4142,8.6968,11.3431,8.8876,10.1049,11.0123,0.2104,8.3237,252,0.9701,7.3536,9.2938,높음
199,13,4,6361.0,0.0588,0.2651,0.0632,10.5673,8.7844,17.4927,8.6209,11.0236,3.8649,0.1401,8.1459,253,0.8197,7.3262,8.9657,높음
243,16,3,17755.0,0.1302,0.2618,0.0219,9.6628,3.0,3.2855,7.5977,10.704,11.9425,0.1464,8.1343,254,1.2042,6.9301,9.3386,높음
251,16,11,14040.0,0.1608,0.233,0.0559,12.9385,3.7633,2.0,7.1488,14.2535,4.719,0.1271,8.1261,255,2.0364,6.0897,10.1625,낮음
200,13,5,16730.0,0.1902,0.2029,0.0534,9.3493,3.0,2.7752,7.9911,10.4191,8.2449,0.1276,8.1163,256,1.2368,6.8796,9.3531,높음
5,0,5,9303.0,0.0907,0.3031,0.0895,10.9672,12.1213,2.0,6.8963,12.4679,6.3528,0.1654,8.0885,257,2.3293,5.7592,10.4178,낮음
194,12,14,4515.0,0.152,0.1827,0.036,13.6724,5.4907,10.9281,7.1652,10.1384,14.149,0.2455,8.0693,258,2.8192,5.2501,10.8886,낮음
283,18,13,13320.0,0.145,0.2446,0.087,10.5259,12.0763,15.0248,8.1775,9.7619,11.2541,0.1996,8.0689,259,1.2359,6.833,9.3048,높음
215,14,5,8591.0,0.1455,0.2773,0.0309,11.6913,7.4858,6.5911,7.5317,9.492,3.0,0.1432,8.0564,260,1.7925,6.2638,9.8489,낮음
145,9,10,21239.0,0.0777,0.3331,0.0215,8.7815,10.7756,2.0,7.6549,8.9203,10.3867,0.1485,8.0038,261,1.2661,6.7376,9.2699,높음
233,15,8,5458.0,0.1274,0.217,0.0494,10.6839,3.0,2.0,8.036,12.5073,3.5596,0.1055,7.9846,262,1.6672,6.3173,9.6518,중간
277,18,7,6171.0,0.1691,0.2281,0.0198,7.8647,4.5433,3.4782,8.5251,9.2376,5.6388,0.17,7.981,263,1.1245,6.8565,9.1054,높음
205,13,10,14779.0,0.0775,0.3058,0.0323,9.325,14.3692,8.5772,7.3365,12.2739,4.8806,0.1311,7.9638,264,1.595,6.3688,9.5588,중간
142,9,7,13756.0,0.1304,0.1846,0.0369,6.0329,3.0,2.0,7.5166,11.8223,11.5314,0.1734,7.9294,265,1.9552,5.9743,9.8846,낮음
201,13,6,10704.0,0.1667,0.1885,0.0405,7.6767,3.0,2.0,8.685,8.2188,3.0,0.1149,7.9272,266,2.2739,5.6533,10.2011,낮음
236,15,11,10240.0,0.0625,0.2079,0.01,17.85,3.0,2.0,7.7676,12.9371,5.1638,0.1401,7.8817,267,1.0523,6.8294,8.934,높음
204,13,9,9677.0,0.05,0.284,0.01,11.1123,3.0,2.0,8.4028,8.0113,7.9975,0.1121,7.8665,268,1.7183,6.1483,9.5848,중간
214,14,4,17472.0,0.1672,0.2205,0.0312,11.7462,3.0,13.6743,6.6724,11.1887,8.0446,0.1382,7.7919,269,1.5817,6.2102,9.3737,중간
250,16,10,10698.0,0.1249,0.2188,0.02,11.8676,3.0,6.9144,7.1402,12.7356,5.6366,0.1441,7.7607,270,1.6866,6.0741,9.4473,중간
186,12,6,16995.0,0.0734,0.2486,0.01,11.884,3.0,4.882,7.5882,10.7194,5.6773,0.1295,7.7208,271,1.2806,6.4402,9.0014,높음
190,12,10,9312.0,0.1933,0.2225,0.0205,11.2913,5.2438,9.0431,7.478,7.3942,7.9975,0.1238,7.7159,272,1.6693,6.0465,9.3852,중간
198,13,3,14302.0,0.0554,0.3415,0.0693,10.6064,3.0,6.3411,6.6765,10.9324,16.6714,0.1391,7.7119,273,4.1333,3.5785,11.8452,낮음
291,19,6,11909.0,0.1638,0.2436,0.068,13.6202,10.3733,11.7126,7.4147,7.769,6.5184,0.1802,7.6797,274,1.5596,6.1201,9.2393,중간
156,10,6,10495.0,0.1931,0.2122,0.0393,11.4488,10.8184,11.656,6.3571,9.5266,5.7267,0.1376,7.6159,275,1.5907,6.0253,9.2066,중간
245,16,5,13160.0,0.0958,0.261,0.0315,7.6024,3.0,2.0,7.4654,11.4526,6.7172,0.1161,7.6061,276,1.5152,6.0909,9.1213,중간
175,11,10,13458.0,0.1119,0.2712,0.035,1.4851,3.0,9.7092,7.5053,8.256,11.9719,0.1706,7.5512,277,1.0069,6.5443,8.5582,높음
278,18,8,10437.0,0.1251,0.26,0.0438,11.0022,3.0,2.0,6.041,10.1936,6.544,0.1064,7.5254,278,1.836,5.6895,9.3614,낮음
218,14,8,15885.0,0.1278,0.2387,0.0105,16.4516,3.1017,3.2572,7.3215,9.7725,3.0,0.103,7.5197,279,0.5976,6.9221,8.1173,높음
217,14,7,15982.0,0.0731,0.2566,0.01,11.0548,3.0,2.0,8.0406,9.5398,3.0254,0.0989,7.493,280,2.0092,5.4838,9.5022,낮음
216,14,6,20917.0,0.1392,0.2165,0.0438,9.7487,3.0,2.9545,7.354,9.0003,4.1214,0.1088,7.4787,281,1.1309,6.3477,8.6096,높음
247,16,7,18066.0,0.0735,0.3062,0.0167,8.2635,7.9042,7.7556,6.9984,11.2532,3.5342,0.1149,7.3774,282,1.3634,6.014,8.7409,중간
84,5,9,12242.0,0.0899,0.2659,0.0634,6.2747,12.685,2.0,7.5404,9.9652,8.218,0.1605,7.3636,283,1.5518,5.8118,8.9154,중간
188,12,8,13346.0,0.05,0.1526,0.0145,12.2636,3.0,2.0,6.8107,10.8991,5.2907,0.1034,7.1905,284,1.4855,5.7051,8.676,중간
203,13,8,10033.0,0.05,0.2572,0.0238,8.9529,3.0,3.421,6.7945,10.4302,3.0254,0.0711,7.1063,285,1.385,5.7214,8.4913,중간
260,17,5,15852.0,0.1271,0.2016,0.01,14.2196,3.0,2.0,6.3621,7.6766,6.6427,0.0993,7.0598,286,2.2351,4.8247,9.2948,낮음
174,11,9,11903.0,0.1267,0.2333,0.01,10.0803,3.0,2.0,7.2155,7.9854,5.7733,0.1208,7.0126,287,1.0507,5.9619,8.0633,높음
230,15,5,10916.0,0.076,0.255,0.01,7.1239,3.0,8.2342,6.7288,9.1928,5.1873,0.125,7.0022,288,1.3481,5.6541,8.3503,중간
262,17,7,8585.0,0.1144,0.242,0.0127,8.7775,3.0,5.1868,6.6046,8.4065,4.6119,0.1083,6.8958,289,1.316,5.5798,8.2118,중간
220,14,10,11131.0,0.0502,0.2061,0.0225,11.1696,8.2785,2.3194,6.2374,10.7127,6.7889,0.1108,6.8361,290,1.3617,5.4743,8.1978,중간
275,18,5,11349.0,0.0817,0.162,0.01,1.9542,12.6843,2.4964,6.7249,10.4302,8.1069,0.154,6.6482,291,0.8571,5.7911,7.5053,높음
234,15,9,12948.0,0.05,0.1759,0.01,7.881,3.0,2.0,7.3082,10.591,4.3668,0.1325,6.6198,292,1.3963,5.2235,8.0162,중간
290,19,5,9535.0,0.1,0.2349,0.087,6.1364,3.0,10.7126,6.0181,8.7903,14.8351,0.1694,6.605,293,3.7793,2.8257,10.3843,낮음
263,17,8,13839.0,0.0593,0.2391,0.01,11.1756,3.0,4.0076,5.7335,13.1392,3.5342,0.1436,6.5539,294,3.6103,2.9436,10.1643,낮음
261,17,6,9102.0,0.1313,0.1611,0.0117,6.3221,3.0,12.7582,5.9327,11.2164,3.0,0.1328,6.5346,295,1.8128,4.7219,8.3474,낮음
232,15,7,8527.0,0.0721,0.1639,0.01,10.0658,3.0,5.0352,5.9607,8.8951,4.2261,0.081,6.385,296,1.5195,4.8655,7.9046,중간
293,19,8,7713.0,0.05,0.2374,0.03,11.2514,3.0,6.3491,6.2002,8.7196,6.5184,0.1502,6.2687,297,1.3357,4.933,7.6044,중간
8,0,8,21127.0,0.1628,0.1618,0.034,7.5957,19.5782,6.6433,5.2401,9.3247,7.6625,0.1984,6.1517,298,3.6296,2.5221,9.7813,낮음
202,13,7,11184.0,0.0567,0.2508,0.0225,1.8931,3.0,3.6875,5.7655,11.0181,3.0,0.0983,5.9774,299,1.798,4.1793,7.7754,낮음
231,15,6,8284.0,0.05,0.3227,0.01,5.5784,3.0,2.0,5.2484,9.3693,3.0,0.0971,5.8693,300,2.6396,3.2296,8.5089,낮음
