unit_id,row,col,pop,elderly,single,basic,crisis,medical_access,welfare_access,blindspot_risk,crisis_lag,access_lag,elderly_lag,pred_risk,priority_rank
36,2,6,12106.0,0.1417,0.2848,0.0284,11.3065,18.7318,12.5253,8.7466,12.393,8.3213,0.1753,9.6235,208
115,7,10,19345.0,0.1882,0.2257,0.0335,10.4004,17.9278,2.0,9.8485,11.031,17.1931,0.1795,9.5896,209
279,18,9,18823.0,0.1473,0.2576,0.0399,10.4827,15.6326,2.0,9.6949,11.6631,5.7808,0.1029,9.546,210
191,12,11,17910.0,0.1464,0.1835,0.0291,13.3976,3.0,8.4995,11.3379,12.5102,7.4979,0.1935,9.5134,211
289,19,4,12715.0,0.2628,0.1995,0.0578,10.7964,21.4477,14.6051,8.9595,10.3744,15.403,0.1702,9.5049,212
276,18,6,20384.0,0.1887,0.2528,0.01,11.3299,3.0,4.8518,10.4239,7.4403,7.6502,0.1365,9.5031,213
6,0,6,9151.0,0.1318,0.3206,0.0355,15.1916,3.0,10.6135,9.5199,9.4427,7.3973,0.1436,9.4411,214
21,1,6,17162.0,0.1432,0.2801,0.0219,10.4715,3.0,12.5701,8.9603,12.1029,10.1295,0.1794,9.4115,215
292,19,7,9510.0,0.2518,0.2601,0.042,5.8408,13.5552,10.3435,9.7702,10.9121,5.9722,0.1277,9.4113,216
157,10,7,9972.0,0.0995,0.3207,0.0473,12.0849,3.0,2.0,9.579,10.7385,6.7999,0.1372,9.3531,217
282,18,12,12458.0,0.1722,0.2389,0.0442,6.1592,3.0,7.0628,10.1813,11.4286,12.9082,0.1429,9.3455,218
296,19,11,13291.0,0.1485,0.255,0.026,8.9842,12.1539,15.6924,9.7634,11.1106,10.4191,0.1433,9.3341,219
206,13,11,13024.0,0.231,0.236,0.01,15.5224,3.0,3.1256,9.1817,11.6816,6.9821,0.1119,9.3329,220
248,16,8,10774.0,0.1721,0.223,0.0596,15.6307,5.1368,7.3267,9.4464,10.7147,4.6462,0.0938,9.2908,221
173,11,8,5579.0,0.1008,0.3102,0.01,12.8867,3.5421,9.8644,8.9149,11.954,4.8453,0.1005,9.2841,222
219,14,9,12112.0,0.1614,0.1516,0.01,8.3983,3.0,2.3741,9.5868,11.6537,4.345,0.0695,9.1968,223
172,11,7,13619.0,0.0913,0.2557,0.01,11.7283,3.8975,3.5886,9.6332,12.1078,3.1355,0.103,9.1811,224
239,15,14,16483.0,0.1267,0.2686,0.0517,13.6945,13.4278,11.7927,8.8849,8.8649,15.3384,0.1554,9.1543,225
280,18,10,13800.0,0.05,0.2849,0.01,9.1881,14.1231,9.7373,9.7744,12.1003,9.8642,0.1317,9.152,226
4,0,4,9398.0,0.1496,0.24,0.0281,9.4426,9.3612,9.1855,8.7725,13.3447,13.5372,0.142,9.07,227
129,8,9,14968.0,0.1673,0.207,0.0667,12.0758,16.2942,11.7825,8.9868,12.5831,7.6999,0.1177,9.0593,228
53,3,8,13208.0,0.2111,0.2261,0.0252,6.8845,11.266,14.2047,8.4833,11.0795,9.9878,0.1921,8.9914,229
161,10,11,15665.0,0.1061,0.3123,0.077,9.83,3.2419,4.9296,8.8204,7.7547,17.6577,0.1777,8.9752,230
266,17,11,6854.0,0.1338,0.1889,0.0985,15.4457,3.0,12.2313,8.6739,13.1785,8.9718,0.1343,8.9725,231
235,15,10,11666.0,0.1262,0.1778,0.0408,10.5459,6.7864,5.4082,9.2901,12.1921,4.3196,0.0719,8.9459,232
171,11,6,15316.0,0.1084,0.3406,0.01,7.072,3.0,4.3164,9.1726,11.8016,5.9774,0.1259,8.9177,233
187,12,7,7654.0,0.1033,0.2093,0.01,16.3878,3.0,2.0,9.2987,9.4422,3.2244,0.0679,8.9053,234
264,17,9,15954.0,0.1626,0.2085,0.01,17.1464,3.0,2.9647,9.0816,12.2791,7.6573,0.124,8.8966,235
160,10,10,10489.0,0.143,0.3329,0.0246,3.602,20.8957,6.5021,8.6891,8.0743,5.487,0.1017,8.8373,236
37,2,7,14282.0,0.1702,0.2129,0.0426,13.0927,3.0,7.6565,9.5482,10.6916,10.8778,0.1771,8.8357,237
229,15,4,14982.0,0.2085,0.1,0.01,11.899,7.2634,3.6383,8.6482,11.0683,8.27,0.1393,8.8209,238
69,4,9,14374.0,0.2258,0.149,0.063,8.9357,6.0501,13.6074,9.1185,9.3463,13.7568,0.1752,8.7911,239
168,11,3,16983.0,0.2289,0.2181,0.0923,6.5389,15.6727,9.0834,7.9938,10.4136,15.1284,0.2248,8.7619,240
207,13,12,14607.0,0.1455,0.1803,0.01,9.4222,7.5592,2.0,8.6129,14.8592,6.6687,0.172,8.7524,241
189,12,9,8337.0,0.1594,0.2478,0.0208,5.3691,11.6206,2.0,8.89,11.1869,3.5609,0.105,8.7428,242
176,11,11,14224.0,0.2195,0.2235,0.0848,8.0502,18.748,2.0,8.6117,10.9689,6.0011,0.118,8.6311,243
223,14,13,17605.0,0.1313,0.1417,0.0307,9.8051,20.2841,6.9608,8.9227,11.6816,11.3828,0.1551,8.6056,244
221,14,11,11162.0,0.0781,0.3402,0.0256,14.5814,3.0,2.0,8.5136,14.422,4.7568,0.1378,8.5691,245
144,9,9,7870.0,0.1168,0.2691,0.0133,11.4896,3.0,4.5688,8.8974,11.5224,11.3134,0.1417,8.5219,246
267,17,12,6559.0,0.1313,0.2627,0.0954,11.2743,17.4765,9.9062,8.5937,10.4611,6.2677,0.1747,8.5197,247
97,6,7,9354.0,0.178,0.2314,0.0549,11.0782,14.2701,12.644,7.7219,10.6027,17.7789,0.1624,8.5172,248
281,18,11,14253.0,0.0707,0.3157,0.0505,13.7788,7.3313,7.7543,8.1901,9.9443,8.0692,0.1261,8.4949,249
294,19,9,10586.0,0.0738,0.2476,0.0831,9.3156,3.0,7.4198,9.1428,10.3838,9.2699,0.1106,8.486,250
213,14,3,17044.0,0.1402,0.2414,0.0327,10.5972,8.6449,7.692,8.5132,12.1241,8.0502,0.1375,8.3245,251
23,1,8,15130.0,0.1852,0.237,0.0263,10.4142,8.6968,11.3431,8.8876,10.1049,11.0123,0.2104,8.3237,252
199,13,4,6361.0,0.0588,0.2651,0.0632,10.5673,8.7844,17.4927,8.6209,11.0236,3.8649,0.1401,8.1459,253
243,16,3,17755.0,0.1302,0.2618,0.0219,9.6628,3.0,3.2855,7.5977,10.704,11.9425,0.1464,8.1343,254
251,16,11,14040.0,0.1608,0.233,0.0559,12.9385,3.7633,2.0,7.1488,14.2535,4.719,0.1271,8.1261,255
200,13,5,16730.0,0.1902,0.2029,0.0534,9.3493,3.0,2.7752,7.9911,10.4191,8.2449,0.1276,8.1163,256
5,0,5,9303.0,0.0907,0.3031,0.0895,10.9672,12.1213,2.0,6.8963,12.4679,6.3528,0.1654,8.0885,257
194,12,14,4515.0,0.152,0.1827,0.036,13.6724,5.4907,10.9281,7.1652,10.1384,14.149,0.2455,8.0693,258
283,18,13,13320.0,0.145,0.2446,0.087,10.5259,12.0763,15.0248,8.1775,9.7619,11.2541,0.1996,8.0689,259
215,14,5,8591.0,0.1455,0.2773,0.0309,11.6913,7.4858,6.5911,7.5317,9.492,3.0,0.1432,8.0564,260
145,9,10,21239.0,0.0777,0.3331,0.0215,8.7815,10.7756,2.0,7.6549,8.9203,10.3867,0.1485,8.0038,261
233,15,8,5458.0,0.1274,0.217,0.0494,10.6839,3.0,2.0,8.036,12.5073,3.5596,0.1055,7.9846,262
277,18,7,6171.0,0.1691,0.2281,0.0198,7.8647,4.5433,3.4782,8.5251,9.2376,5.6388,0.17,7.981,263
205,13,10,14779.0,0.0775,0.3058,0.0323,9.325,14.3692,8.5772,7.3365,12.2739,4.8806,0.1311,7.9638,264
142,9,7,13756.0,0.1304,0.1846,0.0369,6.0329,3.0,2.0,7.5166,11.8223,11.5314,0.1734,7.9294,265
201,13,6,10704.0,0.1667,0.1885,0.0405,7.6767,3.0,2.0,8.685,8.2188,3.0,0.1149,7.9272,266
236,15,11,10240.0,0.0625,0.2079,0.01,17.85,3.0,2.0,7.7676,12.9371,5.1638,0.1401,7.8817,267
204,13,9,9677.0,0.05,0.284,0.01,11.1123,3.0,2.0,8.4028,8.0113,7.9975,0.1121,7.8665,268
214,14,4,17472.0,0.1672,0.2205,0.0312,11.7462,3.0,13.6743,6.6724,11.1887,8.0446,0.1382,7.7919,269
250,16,10,10698.0,0.1249,0.2188,0.02,11.8676,3.0,6.9144,7.1402,12.7356,5.6366,0.1441,7.7607,270
186,12,6,16995.0,0.0734,0.2486,0.01,11.884,3.0,4.882,7.5882,10.7194,5.6773,0.1295,7.7208,271
190,12,10,9312.0,0.1933,0.2225,0.0205,11.2913,5.2438,9.0431,7.478,7.3942,7.9975,0.1238,7.7159,272
198,13,3,14302.0,0.0554,0.3415,0.0693,10.6064,3.0,6.3411,6.6765,10.9324,16.6714,0.1391,7.7119,273
291,19,6,11909.0,0.1638,0.2436,0.068,13.6202,10.3733,11.7126,7.4147,7.769,6.5184,0.1802,7.6797,274
156,10,6,10495.0,0.1931,0.2122,0.0393,11.4488,10.8184,11.656,6.3571,9.5266,5.7267,0.1376,7.6159,275
245,16,5,13160.0,0.0958,0.261,0.0315,7.6024,3.0,2.0,7.4654,11.4526,6.7172,0.1161,7.6061,276
175,11,10,13458.0,0.1119,0.2712,0.035,1.4851,3.0,9.7092,7.5053,8.256,11.9719,0.1706,7.5512,277
278,18,8,10437.0,0.1251,0.26,0.0438,11.0022,3.0,2.0,6.041,10.1936,6.544,0.1064,7.5254,278
218,14,8,15885.0,0.1278,0.2387,0.0105,16.4516,3.1017,3.2572,7.3215,9.7725,3.0,0.103,7.5197,279
217,14,7,15982.0,0.0731,0.2566,0.01,11.0548,3.0,2.0,8.0406,9.5398,3.0254,0.0989,7.493,280
216,14,6,20917.0,0.1392,0.2165,0.0438,9.7487,3.0,2.9545,7.354,9.0003,4.1214,0.1088,7.4787,281
247,16,7,18066.0,0.0735,0.3062,0.0167,8.2635,7.9042,7.7556,6.9984,11.2532,3.5342,0.1149,7.3774,282
84,5,9,12242.0,0.0899,0.2659,0.0634,6.2747,12.685,2.0,7.5404,9.9652,8.218,0.1605,7.3636,283
188,12,8,13346.0,0.05,0.1526,0.0145,12.2636,3.0,2.0,6.8107,10.8991,5.2907,0.1034,7.1905,284
203,13,8,10033.0,0.05,0.2572,0.0238,8.9529,3.0,3.421,6.7945,10.4302,3.0254,0.0711,7.1063,285
260,17,5,15852.0,0.1271,0.2016,0.01,14.2196,3.0,2.0,6.3621,7.6766,6.6427,0.0993,7.0598,286
174,11,9,11903.0,0.1267,0.2333,0.01,10.0803,3.0,2.0,7.2155,7.9854,5.7733,0.1208,7.0126,287
230,15,5,10916.0,0.076,0.255,0.01,7.1239,3.0,8.2342,6.7288,9.1928,5.1873,0.125,7.0022,288
262,17,7,8585.0,0.1144,0.242,0.0127,8.7775,3.0,5.1868,6.6046,8.4065,4.6119,0.1083,6.8958,289
220,14,10,11131.0,0.0502,0.2061,0.0225,11.1696,8.2785,2.3194,6.2374,10.7127,6.7889,0.1108,6.8361,290
275,18,5,11349.0,0.0817,0.162,0.01,1.9542,12.6843,2.4964,6.7249,10.4302,8.1069,0.154,6.6482,291
234,15,9,12948.0,0.05,0.1759,0.01,7.881,3.0,2.0,7.3082,10.591,4.3668,0.1325,6.6198,292
290,19,5,9535.0,0.1,0.2349,0.087,6.1364,3.0,10.7126,6.0181,8.7903,14.8351,0.1694,6.605,293
263,17,8,13839.0,0.0593,0.2391,0.01,11.1756,3.0,4.0076,5.7335,13.1392,3.5342,0.1436,6.5539,294
261,17,6,9102.0,0.1313,0.1611,0.0117,6.3221,3.0,12.7582,5.9327,11.2164,3.0,0.1328,6.5346,295
232,15,7,8527.0,0.0721,0.1639,0.01,10.0658,3.0,5.0352,5.9607,8.8951,4.2261,0.081,6.385,296
293,19,8,7713.0,0.05,0.2374,0.03,11.2514,3.0,6.3491,6.2002,8.7196,6.5184,0.1502,6.2687,297
8,0,8,21127.0,0.1628,0.1618,0.034,7.5957,19.5782,6.6433,5.2401,9.3247,7.6625,0.1984,6.1517,298
202,13,7,11184.0,0.0567,0.2508,0.0225,1.8931,3.0,3.6875,5.7655,11.0181,3.0,0.0983,5.9774,299
231,15,6,8284.0,0.05,0.3227,0.01,5.5784,3.0,2.0,5.2484,9.3693,3.0,0.0971,5.8693,300
