region_id,row,col,women_2039,elderly_65,decline_risk_index,youth_netmove,service_access,biz_density,risk_grade,vulnerability,vuln_rank,type
75,5,0,0.2363,0.149,1.5863,0.2368,14.9911,63.7415,보통이상,-1.3484,282,0
35,2,5,0.1641,0.1322,1.2409,2.129,11.2769,65.3827,보통이상,-1.3699,283,0
123,8,3,0.1474,0.1164,1.2662,1.5913,10.6147,75.6274,보통이상,-1.4764,284,0
33,2,3,0.1583,0.1004,1.5768,2.907,18.4238,57.8429,보통이상,-1.4847,285,0
17,1,2,0.1695,0.157,1.0795,1.8081,5.3832,80.5703,보통이상,-1.5357,286,0
65,4,5,0.2091,0.1059,1.9749,-0.6662,17.1822,62.5792,보통이상,-1.5365,287,0
105,7,0,0.1709,0.1335,1.2807,1.2208,6.2461,76.6157,보통이상,-1.5851,288,0
34,2,4,0.1878,0.1338,1.4043,1.7307,17.2237,88.3801,보통이상,-1.5924,289,0
32,2,2,0.1699,0.1369,1.2413,2.592,10.5952,78.175,보통이상,-1.6038,290,0
2,0,2,0.2176,0.1577,1.3795,1.8375,14.0201,90.7748,보통이상,-1.7038,291,0
93,6,3,0.181,0.1031,1.7554,2.1699,9.2378,57.2695,보통이상,-1.8277,292,0
47,3,2,0.1984,0.0922,2.1521,-2.1867,6.7133,65.5346,보통이상,-1.8658,293,0
16,1,1,0.1983,0.1469,1.3494,3.5703,5.0,72.442,보통이상,-1.9153,294,0
30,2,0,0.241,0.1489,1.6193,2.5481,6.2234,90.9333,보통이상,-2.2469,295,0
15,1,0,0.184,0.0996,1.8481,2.8874,7.919,75.663,보통이상,-2.2687,296,0
0,0,0,0.237,0.1311,1.808,2.5895,5.0,76.9323,보통이상,-2.295,297,0
139,9,4,0.192,0.0824,2.3317,1.9859,15.5618,68.4465,보통이상,-2.3151,298,0
3,0,3,0.1924,0.1031,1.8668,3.8536,11.7812,82.0142,보통이상,-2.3685,299,0
18,1,3,0.2151,0.11,1.9546,3.401,7.3397,74.6576,보통이상,-2.4365,300,0
