cell_id,sigungu,dong,x_m,y_m,n_poi,n_food,n_infra,pop_offpeak,pop_peak,orders_per_hour,hub_minutes,bundle,cost_per_order,margin_per_order,cell_margin_per_hour,outside_offpeak,outside_peak,infra_walk_min,infra_weak,is_hub
161,종로구,부암동,952250.0,1955750.0,117,29,5,2074.2165,1978.9735,2.4891,6.6375,1.4148,5014.796,-514.796,-1281.358,True,True,0.3708,False,False
162,종로구,부암동,952750.0,1955750.0,55,7,4,975.059,930.2867,1.1701,8.2328,1.195,6333.5804,-1833.5804,-2145.419,True,True,3.1949,False,False
163,은평구,구산동,947250.0,1956250.0,3,1,0,124.945,137.4799,0.1499,3.6818,1.025,4355.2338,144.7662,21.7054,False,True,5.2263,True,False
164,은평구,역촌동,947750.0,1956250.0,299,85,22,6695.2344,7902.2208,8.0343,1.8409,2.0,2752.2727,1747.7273,14041.7326,False,False,3.252,False,False
165,은평구,역촌동,948250.0,1956250.0,403,126,25,9024.0116,10650.8193,10.8288,0.0,2.0,2200.0,2300.0,24906.2721,False,False,2.6909,False,True
166,은평구,역촌동,948750.0,1956250.0,396,125,24,8867.267,10465.8175,10.6407,1.8409,2.0,2752.2727,1747.7273,18597.0773,False,False,1.6308,False,False
167,은평구,녹번동,949250.0,1956250.0,323,89,18,10369.2218,11412.5847,12.4431,2.6034,2.0,2981.0316,1518.9684,18900.6245,False,True,1.0449,False,False
168,은평구,녹번동,949750.0,1956250.0,154,35,5,4943.8395,5441.2943,5.9326,1.8409,1.9888,2755.3918,1744.6082,10350.0753,False,False,2.858,False,False
169,은평구,녹번동,950250.0,1956250.0,133,21,17,4269.6796,4699.2996,5.1236,2.6034,1.8539,3042.5659,1457.4341,7467.3319,False,True,2.3475,False,False
170,서대문구,홍은1동,951250.0,1956250.0,21,2,0,617.0049,801.6245,0.7404,5.8215,1.1234,5309.201,-809.201,-599.1371,True,True,7.4488,True,False
171,종로구,부암동,951750.0,1956250.0,20,6,0,354.5669,338.2861,0.4255,6.6375,1.0709,5918.7837,-1418.7837,-603.6645,True,True,9.0616,True,False
172,종로구,부암동,952250.0,1956250.0,114,15,4,2021.0315,1928.2306,2.4252,7.8103,1.4042,5537.2514,-1037.2514,-2515.5814,True,True,3.07,False,False
173,종로구,평창동,952750.0,1956250.0,173,41,11,4259.4776,4745.0504,5.1114,9.2045,1.8519,5182.2024,-682.2024,-3486.991,True,True,2.182,False,False
174,종로구,평창동,953250.0,1956250.0,17,3,0,418.5614,466.2766,0.5023,10.7343,1.0837,8143.0455,-3643.0455,-1829.8058,True,True,5.2069,True,False
175,은평구,구산동,947750.0,1956750.0,60,14,0,2498.8997,2749.5972,2.9987,2.6034,1.4998,3241.5282,1258.4718,3773.7537,False,True,6.0875,True,False
176,은평구,구산동,948250.0,1956750.0,267,62,5,11120.1038,12235.7075,13.3441,1.8409,2.0,2752.2727,1747.7273,23321.8905,False,False,0.848,False,False
177,은평구,역촌동,948750.0,1956750.0,400,136,34,8956.8354,10571.5328,10.7482,2.6034,2.0,2981.0316,1518.9684,16326.1801,False,True,1.4304,False,False
178,은평구,대조동,949250.0,1956750.0,372,130,31,9150.5204,10415.5732,10.9806,1.8409,2.0,2752.2727,1747.7273,19191.1369,False,False,1.057,False,False
179,은평구,대조동,949750.0,1956750.0,885,280,81,21769.3833,24778.9846,26.1233,0.0,2.0,2200.0,2300.0,60083.4978,False,False,0.1156,False,True
180,은평구,녹번동,950250.0,1956750.0,57,6,1,1829.8627,2013.9855,2.1958,1.8409,1.366,3008.6147,1491.3853,3274.8364,False,True,2.4813,False,False
181,은평구,녹번동,950750.0,1956750.0,8,0,0,256.8228,282.6646,0.3082,3.6818,1.0514,4301.1655,198.8345,61.2783,False,True,11.2611,True,False
182,종로구,평창동,951750.0,1956750.0,6,2,0,147.7275,164.5682,0.1773,7.3636,1.0295,6491.3905,-1991.3905,-353.0199,True,True,4.9609,False,False
183,종로구,평창동,952250.0,1956750.0,125,33,12,3077.6572,3428.5047,3.6932,9.2045,1.6155,5618.5204,-1118.5204,-4130.907,True,True,2.6709,False,False
184,종로구,평창동,952750.0,1956750.0,44,3,2,1083.3353,1206.8336,1.3,10.4138,1.2167,7335.5484,-2835.5484,-3686.2198,True,True,2.7815,False,False
185,종로구,평창동,953250.0,1956750.0,78,17,9,1920.4581,2139.3869,2.3045,11.7876,1.3841,7309.8798,-2809.8798,-6475.5076,True,True,1.1438,False,False
186,종로구,평창동,953750.0,1956750.0,47,11,4,1157.1991,1289.1178,1.3886,13.0172,1.2314,8542.4259,-4042.4259,-5613.47,True,True,0.9561,False,False
187,은평구,구산동,947250.0,1957250.0,5,0,0,208.2416,229.1331,0.2499,5.2069,1.0416,5199.2141,-699.2141,-174.7266,True,True,9.1152,True,False
188,은평구,구산동,947750.0,1957250.0,162,44,7,6747.0293,7423.9124,8.0964,4.1164,2.0,3434.9194,1065.0806,8623.3563,False,True,0.6882,False,False
189,은평구,갈현2동,948250.0,1957250.0,490,123,64,4712.9713,5399.3065,5.6556,3.6818,1.9426,3337.186,1162.814,6576.371,False,True,0.1385,False,False
190,은평구,대조동,948750.0,1957250.0,450,106,46,11069.1779,12599.4837,13.283,3.6818,2.0,3304.5455,1195.4545,15879.2389,False,True,2.6279,False,False
191,은평구,대조동,949250.0,1957250.0,241,68,9,5928.1597,6747.7235,7.1138,2.6034,2.0,2981.0316,1518.9684,10805.6249,False,True,2.6518,False,False
192,은평구,불광1동,949750.0,1957250.0,450,103,57,8876.2038,10252.3062,10.6514,1.8409,2.0,2752.2727,1747.7273,18615.8202,False,False,0.2709,False,False
193,은평구,불광1동,950250.0,1957250.0,17,1,0,335.3233,387.3093,0.4024,2.6034,1.0671,3663.888,836.112,336.4413,False,True,5.8223,True,False
194,은평구,불광1동,950750.0,1957250.0,7,2,0,138.0743,159.4803,0.1657,4.1164,1.0276,4603.4673,-103.4673,-17.1434,True,True,13.6842,True,False
195,종로구,평창동,951750.0,1957250.0,8,2,0,196.9701,219.4243,0.2364,7.5903,1.0394,6581.5507,-2081.5507,-492.0038,True,True,10.2555,True,False
196,종로구,평창동,952250.0,1957250.0,9,3,0,221.5913,246.8523,0.2659,9.3868,1.0443,7593.0866,-3093.0866,-822.4814,True,True,9.8428,True,False
197,종로구,평창동,952750.0,1957250.0,13,1,0,320.0764,356.5645,0.3841,11.1978,1.064,8514.4655,-4014.4655,-1541.9226,True,True,7.7231,True,False
198,종로구,평창동,953250.0,1957250.0,21,0,0,517.0464,575.9888,0.6205,13.0172,1.1034,9278.3488,-4778.3488,-2964.7537,True,True,7.6623,True,False
199,종로구,평창동,953750.0,1957250.0,68,12,2,1674.2455,1865.1065,2.0091,14.378,1.3348,8662.7348,-4162.7348,-8363.3282,True,True,3.3719,False,False
200,종로구,평창동,954250.0,1957250.0,6,0,2,147.7275,164.5682,0.1773,14.8419,1.0295,10849.5741,-6349.5741,-1125.6084,True,True,5.2102,True,False
201,은평구,갈현2동,947750.0,1957750.0,57,11,0,548.2436,628.0826,0.6579,4.1164,1.1096,4425.7843,74.2157,48.8259,False,True,5.6859,True,False
202,은평구,갈현2동,948250.0,1957750.0,263,52,11,2529.6152,2897.9951,3.0355,2.6034,1.5059,3237.2795,1262.7205,3833.0362,False,True,2.2593,False,False
203,은평구,갈현2동,948750.0,1957750.0,1135,447,152,10916.7804,12506.5568,13.1001,1.8409,2.0,2752.2727,1747.7273,22895.4658,False,False,0.2495,False,False
204,은평구,불광1동,949250.0,1957750.0,386,94,40,7613.8104,8794.2004,9.1366,2.6034,2.0,2981.0316,1518.9684,13878.165,False,True,2.8764,False,False
205,은평구,불광1동,949750.0,1957750.0,144,27,15,2840.3852,3280.738,3.4085,3.6818,1.5681,3608.7898,891.2102,3037.6564,False,True,2.6744,False,False
206,은평구,불광1동,950250.0,1957750.0,29,5,0,572.022,660.7042,0.6864,4.1164,1.1144,4416.2859,83.7141,57.4636,False,True,4.7449,False,False
207,종로구,평창동,953750.0,1957750.0,13,1,0,320.0764,356.5645,0.3841,15.1805,1.064,10760.3237,-6260.3237,-2404.5379,True,True,7.6285,True,False
208,은평구,갈현2동,947750.0,1958250.0,8,0,0,76.9465,88.1519,0.0923,3.6818,1.0154,4375.6098,124.3902,11.4857,False,True,11.2305,True,False
209,은평구,갈현1동,948250.0,1958250.0,146,24,5,2303.7595,2664.9066,2.7645,1.8409,1.4608,2956.1486,1543.8514,4267.9948,False,False,4.7413,False,False
210,은평구,갈현1동,948750.0,1958250.0,658,224,62,10382.6967,12010.3325,12.4592,0.0,2.0,2200.0,2300.0,28656.2429,False,False,0.2676,False,True
211,은평구,불광2동,949250.0,1958250.0,358,78,39,7667.9134,8801.2638,9.2015,1.8409,2.0,2752.2727,1747.7273,16081.7056,False,False,2.2647,False,False
212,은평구,불광2동,949750.0,1958250.0,160,45,3,3427.0004,3933.5257,4.1124,3.6818,1.6854,3510.722,989.278,4068.3074,False,True,3.3287,False,False
213,은평구,불광2동,950250.0,1958250.0,14,8,0,299.8625,344.1835,0.3598,5.5227,1.06,5326.1531,-826.1531,-297.2788,True,True,7.8829,True,False
214,은평구,갈현1동,948250.0,1958750.0,60,6,2,946.7505,1095.1671,1.1361,2.6034,1.1894,3513.3754,986.6246,1120.9047,False,True,6.0925,True,False
215,은평구,갈현1동,948750.0,1958750.0,170,31,7,2682.4596,3102.9734,3.219,1.8409,1.5365,2918.8749,1581.1251,5089.5652,False,False,0.7424,False,False
216,은평구,불광2동,949250.0,1958750.0,57,4,1,1220.8689,1401.3185,1.465,2.6034,1.2442,3455.5024,1044.4976,1530.2336,False,True,3.903,False,False
217,은평구,불광2동,949750.0,1958750.0,75,25,2,1606.4064,1843.8402,1.9277,4.1164,1.3213,4069.2755,430.7245,830.3024,False,True,4.6781,False,False
218,은평구,진관동,950250.0,1958750.0,5,3,0,198.9852,211.0801,0.2388,5.8215,1.0398,5559.1935,-1059.1935,-252.9165,True,True,5.4667,True,False
219,은평구,갈현1동,948250.0,1959250.0,3,1,0,47.3375,54.7584,0.0568,4.1164,1.0095,4646.6748,-146.6748,-8.3319,True,True,6.3182,True,False
220,은평구,진관동,948750.0,1959250.0,78,16,4,3104.1684,3292.8497,3.725,3.6818,1.6208,3562.935,937.065,3490.5692,False,True,2.8151,False,False
221,은평구,진관동,949250.0,1959250.0,15,1,3,596.9555,633.2403,0.7163,4.1164,1.1194,4406.4127,93.5873,67.0409,False,True,0.1404,False,False
222,은평구,진관동,949750.0,1959250.0,11,5,0,437.7673,464.3762,0.5253,5.2069,1.0876,5072.6186,-572.6186,-300.8085,True,True,8.8669,True,False
223,은평구,진관동,948250.0,1959750.0,18,11,1,716.3466,759.8884,0.8596,5.8215,1.1433,5255.1676,-755.1676,-649.1541,True,True,6.0503,True,False
224,은평구,진관동,948750.0,1959750.0,457,117,50,18187.2433,19292.7219,21.8247,5.5227,2.0,3856.8182,643.1818,14037.2451,False,True,0.3331,False,False
225,은평구,진관동,949250.0,1959750.0,34,8,2,1353.0991,1435.3447,1.6237,5.8215,1.2706,4948.9571,-448.9571,-728.9802,True,True,2.0803,False,False
226,은평구,진관동,949750.0,1959750.0,49,10,1,1950.0545,2068.5851,2.3401,6.6375,1.39,5065.082,-565.082,-1322.3289,True,True,4.1503,False,False
227,은평구,진관동,950250.0,1959750.0,23,12,0,915.3317,970.9685,1.0984,7.8103,1.1831,6161.0538,-1661.0538,-1824.4983,True,True,8.8398,True,False
228,은평구,진관동,948250.0,1960250.0,6,1,1,238.7822,253.2961,0.2865,7.5903,1.0478,6546.5804,-2046.5804,-586.4243,True,True,5.9638,True,False
229,은평구,진관동,948750.0,1960250.0,240,62,30,9551.2875,10131.8452,11.4615,7.3636,2.0,4409.0909,90.9091,1041.9586,False,True,1.4557,False,False
230,은평구,진관동,949250.0,1960250.0,15,4,1,596.9555,633.2403,0.7163,7.5903,1.1194,6268.424,-1768.424,-1266.8044,True,True,4.6421,False,False
231,은평구,진관동,950250.0,1960250.0,42,12,1,1671.4753,1773.0729,2.0058,9.2045,1.3343,6339.06,-1839.06,-3688.732,True,True,1.7182,False,False
232,은평구,진관동,950750.0,1960250.0,39,7,0,1552.0842,1646.4248,1.8625,10.4138,1.3104,6968.1413,-2468.1413,-4596.9158,True,True,7.3196,True,False
233,은평구,진관동,948250.0,1960750.0,5,0,0,198.9852,211.0801,0.2388,9.3868,1.0398,7616.5367,-3116.5367,-744.1735,True,True,6.782,True,False
234,은평구,진관동,948750.0,1960750.0,50,17,1,1989.8516,2110.8011,2.3878,9.2045,1.398,6150.5326,-1650.5326,-3941.1778,True,True,4.4367,False,False
235,은평구,진관동,949250.0,1960750.0,33,14,1,1313.302,1393.1287,1.576,9.3868,1.2627,6660.5016,-2160.5016,-3404.8695,True,True,1.0836,False,False
236,은평구,진관동,949750.0,1960750.0,17,5,0,676.5495,717.6724,0.8119,9.9136,1.1353,7439.2384,-2939.2384,-2386.2485,True,True,8.1212,True,False
237,은평구,진관동,950750.0,1960750.0,6,1,0,238.7822,253.2961,0.2865,11.7876,1.0478,8950.1773,-4450.1773,-1275.1477,True,True,11.8485,True,False
238,은평구,진관동,949750.0,1961250.0,16,8,1,636.7525,675.4563,0.7641,11.6429,1.1274,8396.6166,-3896.6166,-2977.4164,True,True,4.5198,False,False
239,은평구,진관동,950250.0,1961250.0,13,6,0,517.3614,548.8083,0.6208,12.3492,1.1035,8914.7279,-4414.7279,-2740.8118,True,True,4.6415,False,False
240,은평구,진관동,950250.0,1961750.0,14,8,0,557.1584,591.0243,0.6686,14.0199,1.1114,9768.5871,-5268.5871,-3522.5253,True,True,9.335,True,False
241,은평구,진관동,950750.0,1961750.0,19,13,0,756.1436,802.1044,0.9074,14.8419,1.1512,9935.3266,-5435.3266,-4931.8649,True,True,11.4139,True,False
242,은평구,진관동,951250.0,1961750.0,48,19,0,1910.2575,2026.369,2.2923,15.8361,1.3821,9075.0399,-4575.0399,-10487.4053,True,True,7.4726,True,False
243,은평구,진관동,951750.0,1961750.0,7,2,0,278.5792,295.5122,0.3343,16.9723,1.0557,11845.9724,-7345.9724,-2455.7223,True,True,11.9751,True,False
244,은평구,진관동,951250.0,1962250.0,24,14,1,955.1288,1013.1845,1.1462,17.3671,1.191,10948.9804,-6448.9804,-7391.5279,True,True,1.5789,False,False
